Ref,Topic En,Topic He,Slug
Chullin 8a:1,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 8a:1-9,Laws of Tsara'at of a Person,דיני צרעת אדם,laws-of-tsaraat-of-a-person
Chullin 8a:10-11,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 8a:10-8b:2,Laws of Objects of Foreign Worship,דיני חפצי עבודה זרה,laws-of-objects-of-foreign-worship
Chullin 8b:1,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 8b:3-6,General Laws of Food,דיני מזון כלליים,general-laws-of-food
Chullin 8b:3-7,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 8b:8-9a:1,Laws of the Prohibitions of Eating Meat,הלכות איסורי אכילה מן החי,laws-of-the-prohibitions-of-eating-meat
Chullin 9a:3-13,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 9a:8-13,Hilchot Tereifot,הלכות טרפות,hilchot-tereifot
Chullin 9a:14,Laws for the Protection of Life,דיני שמירת הנפש,laws-for-the-protection-of-life
Chullin 9b:3-5,Laws of Questionable Impurity,דיני ספקות טומאה,laws-of-questionable-impurity
Chullin 9b:7-8,Laws of Kiddush Mei Chatat,הלכות קידוש מי חטאת,laws-of-kiddush-mei-chatat
Chullin 10a:4,Laws of Forbidden Foods,הלכות מאכלות אסורות,laws-of-forbidden-foods
Chullin 10a:4-5,Laws for the Protection of Life,דיני שמירת הנפש,laws-for-the-protection-of-life
Chullin 10a:8-9,Laws of Immersion,דיני הטבילה,laws-of-immersion
Chullin 10a:13-10b:3,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 10a:14,Hilchot Tereifot,הלכות טרפות,hilchot-tereifot
Chullin 10b:6,Laws of Those Disqualified from Testimony,דיני פסולי עדות,laws-of-those-disqualified-from-testimony
Chullin 10b:6,Laws of Forbidden Foods,הלכות מאכלות אסורות,laws-of-forbidden-foods
Chullin 10b:10,Laws of Tsara'at of a House,דיני צרעת הבית,laws-of-tsaraat-of-a-house
Chullin 10b:11,Laws of the Yom Kippur Service,הלכות עבודת יום כיפור,laws-of-the-yom-kippur-service
Chullin 10b:13-14,Laws of Tsara'at of a House,דיני צרעת הבית,laws-of-tsaraat-of-a-house
Chullin 11a:6,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 11a:9,Laws of Eating the Paschal Offering,דיני אכילת הפסח,laws-of-eating-the-paschal-offering
Chullin 11a:11,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 11a:14,Laws of Eglah Arufah,דיני עגלה ערופה,laws-of-eglah-arufah
Chullin 11a:17-11b:2,Laws of the Yom Kippur Service,הלכות עבודת יום כיפור,laws-of-the-yom-kippur-service
Chullin 11b:8,Laws of False Witnesses and Colluding Witnesses,דיני עדי שקר ועדים זוממים,laws-of-false-witnesses-and-colluding-witnesses
Chullin 12a:5-7,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 12a:8-10,Obligation of the Priestly Tithe and its Separation,חיוב תרומה והפרשתה,obligation-of-the-priestly-tithe-and-its-separation
Chullin 12a:13-12b:5,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 12b:7,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 12b:8,"Laws of Wood, Boneware and Leather Vessels","דיני טומאת כלי עץ, עצם ועור",laws-of-wood-boneware-and-leather-vessels
Chullin 13a:3,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 13a:4-10,Laws of the Conditioning of Food for Impurity,דיני הכשר אוכלים לטומאה,laws-of-the-conditioning-of-food-for-impurity
Chullin 13a:10-11,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 13a:12,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 13a:12-13b:8,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 13b:11-14a:1,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 14a:3-14b:10,Rabbinically Forbidden Activities on Shabbat,איסורים מדברי חכמים בשבת,rabbinically-forbidden-activities-on-shabbat
Chullin 15a:4,Rabbinical Shabbat Prohibitions,איסורים מדברי חכמים,rabbinical-shabbat-prohibitions
Chullin 15a:4,Laws of Work Done on Shabbat,דיני מלאכה שנעשית בשבת,laws-of-work-done-on-shabbat
Chullin 15b:7-16a:3,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 16a:4,Laws of Intentional (Premeditated) Murder,דיני רוצח במזיד,laws-of-intentional-(premeditated)-murder
Chullin 16a:5,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 16a:6,Laws of Objects of Foreign Worship,דיני חפצי עבודה זרה,laws-of-objects-of-foreign-worship
Chullin 16a:7-12,Laws of the Conditioning of Food for Impurity,דיני הכשר אוכלים לטומאה,laws-of-the-conditioning-of-food-for-impurity
Chullin 16b:1-17b:9,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 16b:9,Laws of Circumcision,דיני ברית מילה,laws-of-circumcision
Chullin 16b:13,Laws of the Prohibitions of Eating Meat,הלכות איסורי אכילה מן החי,laws-of-the-prohibitions-of-eating-meat
Chullin 17b:13,Laws of Animal Firstlings,דיני בכור בהמה,laws-of-animal-firstlings
Chullin 17b:13,Laws of Temple Workers,הלכות העובדים במקדש,laws-of-temple-workers
Chullin 17b:13,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 18a:1-2,Laws of Building the Temple and its Furnishings,הלכות בניית המקדש וכליו,laws-of-building-the-temple-and-its-furnishings
Chullin 18a:3-18b:1,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 18b:9,Rabbinic Ordinances,תקנות,rabbinic-ordinances
Chullin 18b:12-19b:12,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 19b:12-20a:6,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 20b:1,Laws of the Prohibitions of Eating Meat,הלכות איסורי אכילה מן החי,laws-of-the-prohibitions-of-eating-meat
Chullin 20b:1-5,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 20b:5,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 20b:6,Laws of Fowl Sacrifice Disqualifications,דיני פסולי קרבן העוף,laws-of-fowl-sacrifice-disqualifications
Chullin 21a:1-3,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 21a:6-8,Laws of Contracting Impurity from a Corpse,דיני ההיטמאות במת,laws-of-contracting-impurity-from-a-corpse
Chullin 21a:9,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 21a:9-14,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 21a:16,Laws of Sacrifice Obligations,דיני ההתחייבות בקרבנות,laws-of-sacrifice-obligations
Chullin 21a:16,Laws of the Festival Offering,הלכות קרבן חגיגה,laws-of-the-festival-offering
Chullin 21b:1,Conditions that Forbid One from Entering the Temple and Serving in It,מצבים האוסרים כניסה למקדש ועבודה בו,conditions-that-forbid-one-from-entering-the-temple-and-serving-in-it
Chullin 21b:1-3,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 22a:8,Laws of the Yom Kippur Service,הלכות עבודת יום כיפור,laws-of-the-yom-kippur-service
Chullin 22a:13-23a:3,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 22b:7-23a:4,Laws of Sacrifice Obligations,דיני ההתחייבות בקרבנות,laws-of-sacrifice-obligations
Chullin 23a:5-6,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 23b:8-9,Laws of Sacrifice Obligations,דיני ההתחייבות בקרבנות,laws-of-sacrifice-obligations
Chullin 23b:12,Laws of Eglah Arufah,דיני עגלה ערופה,laws-of-eglah-arufah
Chullin 23b:12,Laws of Processing the Red Heifer,הלכות מעשה הפרה האדומה,laws-of-processing-the-red-heifer
Chullin 24a:2,Laws of the Yom Kippur Service,הלכות עבודת יום כיפור,laws-of-the-yom-kippur-service
Chullin 24a:8,Laws of Those Disqualified from Service,דיני הפסולים לעבודה,laws-of-those-disqualified-from-service
Chullin 24a:8-12,Laws of Temple Workers,הלכות העובדים במקדש,laws-of-temple-workers
Chullin 24a:13-14,Students of Torah and Methods of Learning,לוֹמְדֵי תּוֹרָה וְדַרְכֵי תַּלְמוּד,students-of-torah-and-methods-of-learning
Chullin 24a:15,Laws of Temple Workers,הלכות העובדים במקדש,laws-of-temple-workers
Chullin 24b:2,Laws of Those Disqualified from Service,דיני הפסולים לעבודה,laws-of-those-disqualified-from-service
Chullin 24b:3-4,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 24b:4,Bathing,רחיצה,bathing
Chullin 24b:4,Rabbi Chanina b. Chama,רבי חנינא בר חמא,rabbi-chanina-b-chama
Chullin 24b:5,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Chullin 24b:8,Laws of Temple Workers,הלכות העובדים במקדש,laws-of-temple-workers
Chullin 24b:10-25a:8,Laws of the Impurity of Earthenware Vessels,דיני טומאת כלי חרס,laws-of-the-impurity-of-earthenware-vessels
Chullin 25a:11-12,Laws of Substances that Absorb Impurity,דיני החומרים המקבלים טומאה,laws-of-substances-that-absorb-impurity
Chullin 25a:11-12,Laws of the Impurity of Metal Vessels,דיני טומאת כלי מתכת,laws-of-the-impurity-of-metal-vessels
Chullin 25a:11-13,"Laws of Wood, Boneware and Leather Vessels","דיני טומאת כלי עץ, עצם ועור",laws-of-wood-boneware-and-leather-vessels
Chullin 25a:15,Laws of the Impurity of Metal Vessels,דיני טומאת כלי מתכת,laws-of-the-impurity-of-metal-vessels
Chullin 25b:3,"Laws of Wood, Boneware and Leather Vessels","דיני טומאת כלי עץ, עצם ועור",laws-of-wood-boneware-and-leather-vessels
Chullin 25b:4,Laws of Substances that Absorb Impurity,דיני החומרים המקבלים טומאה,laws-of-substances-that-absorb-impurity
Chullin 25b:7,Chiuv Ma'aserot,חיוב מעשרות,chiuv-maaserot
Chullin 25b:9,Dinei Ma'aser Sheni,דיני מעשר שני,dinei-maaser-sheni
Chullin 25b:9,Laws of the Mikveh,הלכות מקוה,laws-of-the-mikveh
Chullin 25b:9-10,Laws of the Animal Tithe,דיני מעשר בהמה,laws-of-the-animal-tithe
Chullin 25b:10,Laws of the Shekel-coin Contribution,דיני התרמת שקלים,laws-of-the-shekel-coin-contribution
Chullin 25b:11,Chiuv Ma'aserot,חיוב מעשרות,chiuv-maaserot
Chullin 26a:2,Dinei Ma'aser Sheni,דיני מעשר שני,dinei-maaser-sheni
Chullin 26a:4-5,Laws of the Mikveh,הלכות מקוה,laws-of-the-mikveh
Chullin 26a:10-26b:3,Laws of Absorption of Impurity in Foods,דיני קבלת טומאה באוכלים,laws-of-absorption-of-impurity-in-foods
Chullin 26b:5,Laws of Hebrew Jewish Maidservants,דיני אמה עברייה,laws-of-hebrew-jewish-maidservants
Chullin 26b:6,Laws of Rape and Seduction,דיני אונס ומפתה,laws-of-rape-and-seduction
Chullin 26b:8,Dinei Yibum,דיני יבום,dinei-yibum
Chullin 26b:8-9,Permissibility for a Woman to Remarry after Separation from or Death of Husband,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",permissibility-for-a-woman-to-remarry-after-separation-from-or-death-of-husband
Chullin 26b:8-9,Laws of Hebrew Jewish Maidservants,דיני אמה עברייה,laws-of-hebrew-jewish-maidservants
Chullin 26b:8-9,Principle Concepts of Marital Law,מושגים עקרוניים בהלכות אישות,principle-concepts-of-marital-law
Chullin 26b:11,Laws of Shabbat Lights,דיני נר שבת,laws-of-shabbat-lights
Chullin 26b:12-18,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Chullin 26b:18,Laws of Passover,הלכות פסח,laws-of-passover
Chullin 27a:1-6,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 27a:18-27b:1,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 27b:2,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 27b:8,Laws of the Prohibitions of Eating Meat,הלכות איסורי אכילה מן החי,laws-of-the-prohibitions-of-eating-meat
Chullin 27b:8,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 27b:11,Creation of the Animals,בריאת בעלי החיים,creation-of-the-animals
Chullin 28a:5-28b:12,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 28b:16,Laws of the Impurity of Earthenware Vessels,דיני טומאת כלי חרס,laws-of-the-impurity-of-earthenware-vessels
Chullin 29a:4,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 29a:7-8,Hilchot Pesach Sheni,הלכות פסח שני,hilchot-pesach-sheni
Chullin 29a:11-18,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Chullin 29a:20,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 29a:23-29b:1,Laws of the Yom Kippur Service,הלכות עבודת יום כיפור,laws-of-the-yom-kippur-service
Chullin 29b:3,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 29b:3-4,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 29b:5,Laws of Fowl Sacrifice Disqualifications,דיני פסולי קרבן העוף,laws-of-fowl-sacrifice-disqualifications
Chullin 29b:8,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 29b:9-10,Laws of Processing the Red Heifer,הלכות מעשה הפרה האדומה,laws-of-processing-the-red-heifer
Chullin 30a:1,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Chullin 30a:9,Laws of Hekdesh and Cherem,דיני הקדש וחרם,laws-of-hekdesh-and-cherem
Chullin 30a:9,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 30a:10-31a:13,Laws of Slaughter,הלכות שחיטה,laws-of-slaughter
Chullin 30b:6,Laws of the Main Categories of Impurity,דיני אבות הטומאה,laws-of-the-main-categories-of-impurity
Chullin 31a:18,Laws of Immersion,דיני הטבילה,laws-of-immersion
Chullin 31a:20-31b:4,Laws of the Mikveh,הלכות מקוה,laws-of-the-mikveh
Chullin 31b:5,Laws of the Conditioning of Food for Impurity,דיני הכשר אוכלים לטומאה,laws-of-the-conditioning-of-food-for-impurity
Chullin 31b:7-10,Levels and Enhancements of Purity,דרגות ומעלות בטהרה,levels-and-enhancements-of-purity
Chullin 31b:9,Laws of the Mikveh,הלכות מקוה,laws-of-the-mikveh
Chullin 31b:9,Laws of Immersion,דיני הטבילה,laws-of-immersion
Chullin 31b:21,Laws of Eating the Priestly Tithe,דיני אכילת התרומה,laws-of-eating-the-priestly-tithe
Chullin 31b:21,Laws of the Impurity and Prohibition of a Menstruant Woman,הלכות טומאת נידה ואיסורה,laws-of-the-impurity-and-prohibition-of-a-menstruant-woman
